ticket_id,ticket_number,title,description,category,priority,status,service_name,company_name,created_at,resolved_at,resolution,root_cause,comments_summary,language
2081,TKT-2026-02081,FTTH enterprise access profile mismatch after service migration secondary scope,After a recent migration the enterprise FTTH circuit kept the previous residential shaping template and delivered a lower bandwidth than contracted. Optical quality remained stable during the incident. The impact is confirmed on the enterprise production scope.,MIGRATION,HIGH,CLOSED,Fibre FTTH,Tunisie Telecom,2026-03-20 08:00:00,2026-03-20 12:25:00,The correct enterprise access template was assigned and the circuit was reprovisioned with the expected bandwidth profile,The migration workflow attached the wrong OLT service profile to the enterprise circuit,A temporary bandwidth override was applied on the access node to reduce customer impact before final correction The correct enterprise access template was assigned and the circuit was reprovisioned with the expected bandwidth profile Final validation was completed with operations and business teams.,en
2082,TKT-2026-02082,Cloud VPS firewall policy not applied to the management subnet secondary scope,A customer approved firewall rule was visible in the cloud portal but was not enforced on the production virtual machine. Management access from the approved subnet failed while other services stayed online. The operations team opened enhanced monitoring on the affected service.,CONFIGURATION,LOW,ESCALATED,Cloud VPS,Orange Tunisie,2026-03-20 11:00:00,,,,Investigation is ongoing. Operations used console access on the hypervisor to perform urgent administration tasks until the firewall policy was corrected Detailed review of application logs and technical dependencies is in progress.,en
2083,TKT-2026-02083,Enterprise discount not applied on BSCS monthly invoices secondary scope,Several enterprise accounts were billed above their contracted amount because the corporate discount rule was not applied during invoice generation. Finance escalated the discrepancy before customer distribution. The customer requested rapid recovery to protect the contractual SLA.,RECLAMATION,HIGH,ESCALATED,BSCS Billing System,Topnet,2026-03-20 14:00:00,,,,Investigation is ongoing. Invoice release was paused for the affected account segment while finance reviewed the impacted customer list Detailed review of application logs and technical dependencies is in progress.,en
2084,TKT-2026-02084,Order Care webhook payload missing sales channel after release secondary scope,Downstream CRM and reporting systems stopped receiving the sales channel attribute in Order Care webhook payloads after a minor release. Reporting by channel became inconsistent for new orders. Additional checks were launched on the related integration flows.,EVOLUTION,LOW,RESOLVED,Order Care API,GlobalNet,2026-03-20 17:00:00,2026-03-21 00:28:00,The webhook serializer was corrected and missed events were republished with the complete payload schema,A serialization change removed the optional salesChannel field from the webhook contract,Reporting teams used the order creation logs as a temporary source for channel attribution during the issue The webhook serializer was corrected and missed events were republished with the complete payload schema Final validation was completed with operations and business teams.,en
2085,TKT-2026-02085,BSCS invoice rendering backlog on large enterprise accounts secondary scope,Invoice rendering for high volume enterprise accounts exceeded twenty minutes and several invoice previews timed out in the billing portal. Finance users could not validate invoices before the cut off window. The issue mainly affects priority B2B accounts.,INCIDENT,HIGH,RESOLVED,BSCS Billing System,Ericsson Tunisia,2026-03-20 20:00:00,2026-03-21 04:29:00,The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully,The rendering service loaded oversized attachment bundles without using the template cache efficiently,A reduced preview template was enabled for urgent finance validation while the rendering path was being corrected The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully Final validation was completed with operations and business teams.,en
2086,TKT-2026-02086,CRM Ericsson merge workflow failing for duplicate corporate accounts secondary scope,Customer care teams could not merge duplicate corporate accounts in CRM Ericsson because the workflow stopped after validation. The duplicate record remained active and case ownership stayed inconsistent. The impact is confirmed on the enterprise production scope.,INCIDENT,HIGH,RESOLVED,CRM Ericsson,Ooredoo Tunisie,2026-03-20 23:00:00,2026-03-21 08:30:00,The workflow rules were updated and duplicate corporate records were merged successfully after validation testing,The merge workflow did not handle active service contracts linked to multiple billing profiles,Support agents used a manual ownership correction process for urgent duplicate cases during the incident The workflow rules were updated and duplicate corporate records were merged successfully after validation testing Final validation was completed with operations and business teams.,en
2087,TKT-2026-02087,Core Network OSS polling failure for transmission backbone nodes secondary scope,Backbone transmission nodes stopped reporting availability and latency metrics to Core Network OSS during the morning collection window. NOC dashboards showed the nodes in unknown state. The operations team opened enhanced monitoring on the affected service.,EVOLUTION,CRITICAL,ESCALATED,Core Network OSS,Tunisie Telecom,2026-03-21 02:00:00,,,,Investigation is ongoing. The NOC relied on direct device polling for the most critical backbone sites until OSS collection was restored Detailed review of application logs and technical dependencies is in progress.,en
2088,TKT-2026-02088,Provisioning queue blocked for postpaid package activations secondary scope,Postpaid package activation orders remained in accepted state for more than one hour and were not progressing through the provisioning platform. Retail and CRM channels were both affected. The customer requested rapid recovery to protect the contractual SLA.,PROVISIONING,CRITICAL,RESOLVED,Provisioning Platform,Orange Tunisie,2026-03-21 05:00:00,2026-03-21 16:32:00,The malformed payload pattern was quarantined and the main consumer was restarted then all pending activations were replayed,A malformed campaign payload blocked the main provisioning consumer thread,A secondary worker pool processed priority activations while the queue was being stabilized The malformed payload pattern was quarantined and the main consumer was restarted then all pending activations were replayed Final validation was completed with operations and business teams.,en
2089,TKT-2026-02089,Morning portability cutover batch missed by gateway scheduler secondary scope,The 06:00 portability cutover batch did not start and customer numbers remained pending for activation on the target network. The incident created a risk of regulatory SLA breach. Additional checks were launched on the related integration flows.,PROVISIONING,CRITICAL,CLOSED,Mobile Portability Gateway,Topnet,2026-03-21 08:00:00,2026-03-21 12:33:00,The stale lock was cleared and scheduler health checks were added before replaying the missed batch successfully,A stale execution lock prevented the scheduler from releasing the morning cutover trigger,Priority portability cases were executed through a supervised manual cutover sequence while the scheduler was recovered The stale lock was cleared and scheduler health checks were added before replaying the missed batch successfully Final validation was completed with operations and business teams.,en
2090,TKT-2026-02090,Order Care callback delivery loss to CRM integration connector secondary scope,Completion callbacks were generated by Order Care but a subset of them never reached the CRM connector. Orders appeared completed in Order Care and still in progress in CRM. The issue mainly affects priority B2B accounts.,INCIDENT,HIGH,IN_PROGRESS,Order Care API,GlobalNet,2026-03-21 11:00:00,,,,Investigation is ongoing. Back office teams used the Order Care operations console to confirm completion status for urgent customer orders Detailed review of application logs and technical dependencies is in progress.,en
2091,TKT-2026-02091,Customer migration batch failed on invalid product mapping rules secondary scope,A migration batch moving enterprise customers to the new billing and CRM stack stopped during transformation because several product codes could not be mapped to the target catalog. The impact is confirmed on the enterprise production scope.,MIGRATION,HIGH,RESOLVED,Data Migration Engine,Ericsson Tunisia,2026-03-21 14:00:00,2026-03-21 20:35:00,The missing product mappings were added and the migration batch was replayed from the failed checkpoint without remaining errors,Legacy enterprise product codes were missing from the target mapping table,Migration governance accepted a temporary exclusion list for non critical products while the catalog mapping was completed The missing product mappings were added and the migration batch was replayed from the failed checkpoint without remaining errors Final validation was completed with operations and business teams.,en
2092,TKT-2026-02092,International call routing failure on enterprise VoIP trunks secondary scope,Enterprise customers could place national calls successfully but international calls toward European destinations failed with 503 responses on the VoIP platform. Several contact centers were impacted. The operations team opened enhanced monitoring on the affected service.,CONFIGURATION,HIGH,RESOLVED,VoIP Platform,Ooredoo Tunisie,2026-03-21 17:00:00,2026-03-22 00:36:00,The route pattern was restored on the production SBC nodes and successful international test calls confirmed service recovery,A recent route pattern update removed the main international exit trunk from one destination group,Calls to affected destinations were temporarily rerouted through the backup carrier for premium customers The route pattern was restored on the production SBC nodes and successful international test calls confirmed service recovery Final validation was completed with operations and business teams.,en
2093,TKT-2026-02093,FTTH enterprise access profile mismatch after service migration secondary scope,After a recent migration the enterprise FTTH circuit kept the previous residential shaping template and delivered a lower bandwidth than contracted. Optical quality remained stable during the incident. The customer requested rapid recovery to protect the contractual SLA.,MIGRATION,HIGH,CLOSED,Fibre FTTH,Tunisie Telecom,2026-03-21 20:00:00,2026-03-22 04:37:00,The correct enterprise access template was assigned and the circuit was reprovisioned with the expected bandwidth profile,The migration workflow attached the wrong OLT service profile to the enterprise circuit,A temporary bandwidth override was applied on the access node to reduce customer impact before final correction The correct enterprise access template was assigned and the circuit was reprovisioned with the expected bandwidth profile Final validation was completed with operations and business teams.,en
2094,TKT-2026-02094,Cloud VPS firewall policy not applied to the management subnet secondary scope,A customer approved firewall rule was visible in the cloud portal but was not enforced on the production virtual machine. Management access from the approved subnet failed while other services stayed online. Additional checks were launched on the related integration flows.,CONFIGURATION,LOW,IN_PROGRESS,Cloud VPS,Orange Tunisie,2026-03-21 23:00:00,,,,Investigation is ongoing. Operations used console access on the hypervisor to perform urgent administration tasks until the firewall policy was corrected Detailed review of application logs and technical dependencies is in progress.,en
2095,TKT-2026-02095,Enterprise discount not applied on BSCS monthly invoices secondary scope,Several enterprise accounts were billed above their contracted amount because the corporate discount rule was not applied during invoice generation. Finance escalated the discrepancy before customer distribution. The issue mainly affects priority B2B accounts.,RECLAMATION,HIGH,ESCALATED,BSCS Billing System,Topnet,2026-03-22 02:00:00,,,,Investigation is ongoing. Invoice release was paused for the affected account segment while finance reviewed the impacted customer list Detailed review of application logs and technical dependencies is in progress.,en
2096,TKT-2026-02096,Order Care webhook payload missing sales channel after release secondary scope,Downstream CRM and reporting systems stopped receiving the sales channel attribute in Order Care webhook payloads after a minor release. Reporting by channel became inconsistent for new orders. The impact is confirmed on the enterprise production scope.,EVOLUTION,LOW,RESOLVED,Order Care API,GlobalNet,2026-03-22 05:00:00,2026-03-22 16:40:00,The webhook serializer was corrected and missed events were republished with the complete payload schema,A serialization change removed the optional salesChannel field from the webhook contract,Reporting teams used the order creation logs as a temporary source for channel attribution during the issue The webhook serializer was corrected and missed events were republished with the complete payload schema Final validation was completed with operations and business teams.,en
2097,TKT-2026-02097,BSCS invoice rendering backlog on large enterprise accounts secondary scope,Invoice rendering for high volume enterprise accounts exceeded twenty minutes and several invoice previews timed out in the billing portal. Finance users could not validate invoices before the cut off window. The operations team opened enhanced monitoring on the affected service.,INCIDENT,HIGH,RESOLVED,BSCS Billing System,Ericsson Tunisia,2026-03-22 08:00:00,2026-03-22 12:41:00,The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully,The rendering service loaded oversized attachment bundles without using the template cache efficiently,A reduced preview template was enabled for urgent finance validation while the rendering path was being corrected The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully Final validation was completed with operations and business teams.,en
2098,TKT-2026-02098,CRM Ericsson merge workflow failing for duplicate corporate accounts secondary scope,Customer care teams could not merge duplicate corporate accounts in CRM Ericsson because the workflow stopped after validation. The duplicate record remained active and case ownership stayed inconsistent. The customer requested rapid recovery to protect the contractual SLA.,INCIDENT,HIGH,RESOLVED,CRM Ericsson,Ooredoo Tunisie,2026-03-22 11:00:00,2026-03-22 16:42:00,The workflow rules were updated and duplicate corporate records were merged successfully after validation testing,The merge workflow did not handle active service contracts linked to multiple billing profiles,Support agents used a manual ownership correction process for urgent duplicate cases during the incident The workflow rules were updated and duplicate corporate records were merged successfully after validation testing Final validation was completed with operations and business teams.,en
2099,TKT-2026-02099,Core Network OSS polling failure for transmission backbone nodes secondary scope,Backbone transmission nodes stopped reporting availability and latency metrics to Core Network OSS during the morning collection window. NOC dashboards showed the nodes in unknown state. Additional checks were launched on the related integration flows.,EVOLUTION,CRITICAL,IN_PROGRESS,Core Network OSS,Tunisie Telecom,2026-03-22 14:00:00,,,,Investigation is ongoing. The NOC relied on direct device polling for the most critical backbone sites until OSS collection was restored Detailed review of application logs and technical dependencies is in progress.,en
2100,TKT-2026-02100,Provisioning queue blocked for postpaid package activations secondary scope,Postpaid package activation orders remained in accepted state for more than one hour and were not progressing through the provisioning platform. Retail and CRM channels were both affected. The issue mainly affects priority B2B accounts.,PROVISIONING,CRITICAL,ESCALATED,Provisioning Platform,Orange Tunisie,2026-03-22 17:00:00,,,,Investigation is ongoing. A secondary worker pool processed priority activations while the queue was being stabilized Detailed review of application logs and technical dependencies is in progress.,en
