doc_id,doc_type,source_id,service_name,company_name,language,title,content
ticket_2062,ticket,2062,Mobile Portability Gateway,Sahara Connect Services,fr,Demandes de portabilite bloquees a la validation operateur donneur,"Type: Ticket
Ticket Number: TKT-2026-02062
Service: Mobile Portability Gateway
Company: Sahara Connect Services
Title: Demandes de portabilite bloquees a la validation operateur donneur
Description: Les demandes MNP entrantes restent en attente de validation et aucun accuse n est renvoye par l operateur donneur. Le portail de portabilite accumule rapidement un stock de dossiers. Le NOC a ouvert une surveillance renforcee sur le service concerne.
Category: PROVISIONING
Priority: HIGH
Status: RESOLVED
Root Cause: Le timeout reseau de la passerelle etait inferieur au temps de reponse reel du service partenaire
Resolution: Le timeout du connecteur a ete ajuste puis les dossiers en attente ont ete reemis dans l ordre de soumission
Comments: Les dossiers urgents ont ete rejoues en lots restreints avec un suivi manuel des accuses de reception Le timeout du connecteur a ete ajuste puis les dossiers en attente ont ete reemis dans l ordre de soumission Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2063,ticket,2063,Order Care API,Rabat Digital Operations,fr,Indisponibilite de l API Order Care sur la creation de commandes,"Type: Ticket
Ticket Number: TKT-2026-02063
Service: Order Care API
Company: Rabat Digital Operations
Title: Indisponibilite de l API Order Care sur la creation de commandes
Description: Les appels POST vers l API Order Care retournent HTTP 500 pour toutes les souscriptions depuis 07:45. Les canaux digitaux et le CRM ne peuvent plus creer de nouvelles commandes. Le client demande un retour rapide afin de respecter son SLA contractuel.
Category: INCIDENT
Priority: CRITICAL
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation en cours. Les commandes critiques ont ete prises en charge via un script de creation controle sur la base de secours Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2064,ticket,2064,Data Migration Engine,Maghreb Fibre Entreprise,fr,Echec du lot de migration des comptes clients vers le nouveau referentiel,"Type: Ticket
Ticket Number: TKT-2026-02064
Service: Data Migration Engine
Company: Maghreb Fibre Entreprise
Title: Echec du lot de migration des comptes clients vers le nouveau referentiel
Description: Le lot nocturne de migration de 12500 comptes postpayes s arrete a la phase de transformation et aucun chargement n est effectue dans la cible. Le planning de bascule projet est menace. Des controles complementaires ont ete lances sur les flux inter applicatifs.
Category: MIGRATION
Priority: CRITICAL
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation en cours. Le lot a ete suspendu et un perimetre reduit de comptes critiques a ete extrait pour verification manuelle Une analyse detaillee des journaux applicatifs et des dependances techniques a ete engagee.
Language: fr"
ticket_2065,ticket,2065,VoIP Platform,Atlas Cloud Hosting,fr,Echec d enregistrement SIP sur le trunk principal entreprise,"Type: Ticket
Ticket Number: TKT-2026-02065
Service: VoIP Platform
Company: Atlas Cloud Hosting
Title: Echec d enregistrement SIP sur le trunk principal entreprise
Description: Les appels sortants des clients entreprise ne s etablissent plus depuis 08:15 et le SBC principal retourne 403 sur toutes les tentatives d enregistrement SIP. Le trafic voix sortant est fortement impacte. Le perimetre touche concerne principalement les comptes B2B prioritaires.
Category: INCIDENT
Priority: CRITICAL
Status: RESOLVED
Root Cause: Le certificat TLS du trunk principal a expire a minuit sans redeploiement automatique
Resolution: Le certificat a ete renouvele puis redeploye sur le SBC principal et les enregistrements SIP ont repris normalement
Comments: Le trafic voix sortant a ete bascule provisoirement sur le SBC secondaire pour les clients critiques Le certificat a ete renouvele puis redeploye sur le SBC principal et les enregistrements SIP ont repris normalement Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2066,ticket,2066,Fibre FTTH,Nova Business Connect,fr,Coupure FTTH regionale apres saturation d un port OLT,"Type: Ticket
Ticket Number: TKT-2026-02066
Service: Fibre FTTH
Company: Nova Business Connect
Title: Coupure FTTH regionale apres saturation d un port OLT
Description: Plusieurs clients entreprise de la zone industrielle de Casablanca ont perdu la connectivite IP alors que les ONT restent synchronisees optiquement. Aucun trafic ne transite sur le port de collecte principal. L impact est confirme sur le perimetre production entreprise.
Category: PROVISIONING
Priority: CRITICAL
Status: CLOSED
Root Cause: Une saturation anormale de la table MAC sur le port OLT de collecte a bloque l acheminement des flux
Resolution: Le port OLT a ete nettoye puis reequilibre et la connectivite a ete retablie sur l ensemble de la zone impactee
Comments: Le trafic a ete detourne vers un port de collecte de secours pour les clients prioritaires Le port OLT a ete nettoye puis reequilibre et la connectivite a ete retablie sur l ensemble de la zone impactee Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2067,ticket,2067,Cloud VPS,Atlas Distribution Maroc,fr,Perte de connectivite publique sur des instances Cloud VPS apres maintenance,"Type: Ticket
Ticket Number: TKT-2026-02067
Service: Cloud VPS
Company: Atlas Distribution Maroc
Title: Perte de connectivite publique sur des instances Cloud VPS apres maintenance
Description: Des machines virtuelles de production restent joignables en interne mais ne repondent plus depuis Internet apres une maintenance hyperviseur. Les applications B2B exposees publiquement sont indisponibles. Le NOC a ouvert une surveillance renforcee sur le service concerne.
Category: INCIDENT
Priority: HIGH
Status: RESOLVED
Root Cause: Un agent reseau du cluster n a pas restaure les liaisons des adresses IP flottantes au redemarrage
Resolution: Les liaisons IP flottantes ont ete reconstruites puis les tables de routage externes ont ete resynchronisees sur le cluster
Comments: Un basculement de certains services publics a ete effectue vers le site secondaire du client Les liaisons IP flottantes ont ete reconstruites puis les tables de routage externes ont ete resynchronisees sur le cluster Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2068,ticket,2068,CRM Ericsson,Sahara Connect Services,fr,Lenteur de consultation des contrats multi lignes dans CRM Ericsson,"Type: Ticket
Ticket Number: TKT-2026-02068
Service: CRM Ericsson
Company: Sahara Connect Services
Title: Lenteur de consultation des contrats multi lignes dans CRM Ericsson
Description: Les agents du centre de relation client constatent des temps d affichage superieurs a 25 secondes lors de l ouverture des contrats multi lignes. La prise d appel sur les comptes entreprise est fortement ralentie. Le client demande un retour rapide afin de respecter son SLA contractuel.
Category: INCIDENT
Priority: HIGH
Status: RESOLVED
Root Cause: La requete chargeait tout l historique contractuel sans index adapte sur la table de liaison
Resolution: Un index SQL a ete ajoute et la pagination de l historique a ete activee ce qui a ramene le temps d ouverture sous quatre secondes
Comments: Les agents ont utilise la vue simplifiee client pendant la degradation pour poursuivre les appels Un index SQL a ete ajoute et la pagination de l historique a ete activee ce qui a ramene le temps d ouverture sous quatre secondes Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2069,ticket,2069,BSCS Billing System,Rabat Digital Operations,fr,Erreur de taxation TVA sur les frais de remise en service BSCS,"Type: Ticket
Ticket Number: TKT-2026-02069
Service: BSCS Billing System
Company: Rabat Digital Operations
Title: Erreur de taxation TVA sur les frais de remise en service BSCS
Description: Les devis et previsualisations de facture appliquent un taux de TVA incorrect sur les frais de remise en service des comptes entreprise. L anomalie ne touche pas les comptes grand public. Des controles complementaires ont ete lances sur les flux inter applicatifs.
Category: CONFIGURATION
Priority: LOW
Status: RESOLVED
Root Cause: Le produit technique etait rattache a une classe fiscale grand public au lieu de la classe entreprise
Resolution: Le code taxe du produit a ete corrige dans le catalogue BSCS puis les simulations tarifaires ont ete relancees
Comments: Les devis sensibles ont ete verifies manuellement par l equipe billing avant validation client Le code taxe du produit a ete corrige dans le catalogue BSCS puis les simulations tarifaires ont ete relancees Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2070,ticket,2070,Core Network OSS,Maghreb Fibre Entreprise,fr,Fausse alarme critique persistante sur un routeur coeur dans OSS,"Type: Ticket
Ticket Number: TKT-2026-02070
Service: Core Network OSS
Company: Maghreb Fibre Entreprise
Title: Fausse alarme critique persistante sur un routeur coeur dans OSS
Description: Une alarme de perte de redondance reste ouverte dans l OSS alors que le routeur coeur est revenu nominalement selon l equipe reseau. Les tableaux de disponibilite sont fausses et le NOC multiplie les escalades inutiles. Le perimetre touche concerne principalement les comptes B2B prioritaires.
Category: INCIDENT
Priority: HIGH
Status: CLOSED
Root Cause: Le moteur de reconciliation des etats n arrivait plus a purger l alarme a cause d une incoherence d inventaire temps reel
Resolution: La base d etat OSS a ete resynchronisee puis le connecteur d alarme a ete redemarre et les faux positifs ont disparu
Comments: Le NOC a applique une suppression logique controlee de l alarme sur le tableau de supervision pour limiter le bruit La base d etat OSS a ete resynchronisee puis le connecteur d alarme a ete redemarre et les faux positifs ont disparu Verification finale effectuee avec les equipes metier et exploitation.
Language: fr"
ticket_2071,ticket,2071,BSCS Billing System,Atlas Cloud Hosting,en,Enterprise discount not applied on BSCS monthly invoices secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02071
Service: BSCS Billing System
Company: Atlas Cloud Hosting
Title: Enterprise discount not applied on BSCS monthly invoices secondary scope
Description: Several enterprise accounts were billed above their contracted amount because the corporate discount rule was not applied during invoice generation. Finance escalated the discrepancy before customer distribution. The impact is confirmed on the enterprise production scope.
Category: RECLAMATION
Priority: HIGH
Status: CLOSED
Root Cause: An incomplete tariff catalog promotion removed the enterprise discount reference from the active billing configuration
Resolution: The discount reference was restored in the billing catalog and impacted invoices were regenerated before release
Comments: Invoice release was paused for the affected account segment while finance reviewed the impacted customer list The discount reference was restored in the billing catalog and impacted invoices were regenerated before release Final validation was completed with operations and business teams.
Language: en"
ticket_2072,ticket,2072,Order Care API,Nova Business Connect,en,Order Care webhook payload missing sales channel after release secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02072
Service: Order Care API
Company: Nova Business Connect
Title: Order Care webhook payload missing sales channel after release secondary scope
Description: Downstream CRM and reporting systems stopped receiving the sales channel attribute in Order Care webhook payloads after a minor release. Reporting by channel became inconsistent for new orders. The operations team opened enhanced monitoring on the affected service.
Category: EVOLUTION
Priority: LOW
Status: RESOLVED
Root Cause: A serialization change removed the optional salesChannel field from the webhook contract
Resolution: The webhook serializer was corrected and missed events were republished with the complete payload schema
Comments: Reporting teams used the order creation logs as a temporary source for channel attribution during the issue The webhook serializer was corrected and missed events were republished with the complete payload schema Final validation was completed with operations and business teams.
Language: en"
ticket_2073,ticket,2073,BSCS Billing System,Atlas Distribution Maroc,en,BSCS invoice rendering backlog on large enterprise accounts secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02073
Service: BSCS Billing System
Company: Atlas Distribution Maroc
Title: BSCS invoice rendering backlog on large enterprise accounts secondary scope
Description: Invoice rendering for high volume enterprise accounts exceeded twenty minutes and several invoice previews timed out in the billing portal. Finance users could not validate invoices before the cut off window. The customer requested rapid recovery to protect the contractual SLA.
Category: INCIDENT
Priority: HIGH
Status: RESOLVED
Root Cause: The rendering service loaded oversized attachment bundles without using the template cache efficiently
Resolution: The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully
Comments: A reduced preview template was enabled for urgent finance validation while the rendering path was being corrected The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully Final validation was completed with operations and business teams.
Language: en"
ticket_2074,ticket,2074,CRM Ericsson,Sahara Connect Services,en,CRM Ericsson merge workflow failing for duplicate corporate accounts secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02074
Service: CRM Ericsson
Company: Sahara Connect Services
Title: CRM Ericsson merge workflow failing for duplicate corporate accounts secondary scope
Description: Customer care teams could not merge duplicate corporate accounts in CRM Ericsson because the workflow stopped after validation. The duplicate record remained active and case ownership stayed inconsistent. Additional checks were launched on the related integration flows.
Category: INCIDENT
Priority: HIGH
Status: RESOLVED
Root Cause: The merge workflow did not handle active service contracts linked to multiple billing profiles
Resolution: The workflow rules were updated and duplicate corporate records were merged successfully after validation testing
Comments: Support agents used a manual ownership correction process for urgent duplicate cases during the incident The workflow rules were updated and duplicate corporate records were merged successfully after validation testing Final validation was completed with operations and business teams.
Language: en"
ticket_2075,ticket,2075,Core Network OSS,Rabat Digital Operations,en,Core Network OSS polling failure for transmission backbone nodes secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02075
Service: Core Network OSS
Company: Rabat Digital Operations
Title: Core Network OSS polling failure for transmission backbone nodes secondary scope
Description: Backbone transmission nodes stopped reporting availability and latency metrics to Core Network OSS during the morning collection window. NOC dashboards showed the nodes in unknown state. The issue mainly affects priority B2B accounts.
Category: EVOLUTION
Priority: CRITICAL
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation is ongoing. The NOC relied on direct device polling for the most critical backbone sites until OSS collection was restored Detailed review of application logs and technical dependencies is in progress.
Language: en"
ticket_2076,ticket,2076,Provisioning Platform,Maghreb Fibre Entreprise,en,Provisioning queue blocked for postpaid package activations secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02076
Service: Provisioning Platform
Company: Maghreb Fibre Entreprise
Title: Provisioning queue blocked for postpaid package activations secondary scope
Description: Postpaid package activation orders remained in accepted state for more than one hour and were not progressing through the provisioning platform. Retail and CRM channels were both affected. The impact is confirmed on the enterprise production scope.
Category: PROVISIONING
Priority: CRITICAL
Status: RESOLVED
Root Cause: A malformed campaign payload blocked the main provisioning consumer thread
Resolution: The malformed payload pattern was quarantined and the main consumer was restarted then all pending activations were replayed
Comments: A secondary worker pool processed priority activations while the queue was being stabilized The malformed payload pattern was quarantined and the main consumer was restarted then all pending activations were replayed Final validation was completed with operations and business teams.
Language: en"
ticket_2077,ticket,2077,Mobile Portability Gateway,Atlas Cloud Hosting,en,Morning portability cutover batch missed by gateway scheduler secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02077
Service: Mobile Portability Gateway
Company: Atlas Cloud Hosting
Title: Morning portability cutover batch missed by gateway scheduler secondary scope
Description: The 06:00 portability cutover batch did not start and customer numbers remained pending for activation on the target network. The incident created a risk of regulatory SLA breach. The operations team opened enhanced monitoring on the affected service.
Category: PROVISIONING
Priority: CRITICAL
Status: CLOSED
Root Cause: A stale execution lock prevented the scheduler from releasing the morning cutover trigger
Resolution: The stale lock was cleared and scheduler health checks were added before replaying the missed batch successfully
Comments: Priority portability cases were executed through a supervised manual cutover sequence while the scheduler was recovered The stale lock was cleared and scheduler health checks were added before replaying the missed batch successfully Final validation was completed with operations and business teams.
Language: en"
ticket_2078,ticket,2078,Order Care API,Nova Business Connect,en,Order Care callback delivery loss to CRM integration connector secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02078
Service: Order Care API
Company: Nova Business Connect
Title: Order Care callback delivery loss to CRM integration connector secondary scope
Description: Completion callbacks were generated by Order Care but a subset of them never reached the CRM connector. Orders appeared completed in Order Care and still in progress in CRM. The customer requested rapid recovery to protect the contractual SLA.
Category: INCIDENT
Priority: HIGH
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation is ongoing. Back office teams used the Order Care operations console to confirm completion status for urgent customer orders Detailed review of application logs and technical dependencies is in progress.
Language: en"
ticket_2079,ticket,2079,Data Migration Engine,Atlas Distribution Maroc,en,Customer migration batch failed on invalid product mapping rules secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02079
Service: Data Migration Engine
Company: Atlas Distribution Maroc
Title: Customer migration batch failed on invalid product mapping rules secondary scope
Description: A migration batch moving enterprise customers to the new billing and CRM stack stopped during transformation because several product codes could not be mapped to the target catalog. Additional checks were launched on the related integration flows.
Category: MIGRATION
Priority: HIGH
Status: RESOLVED
Root Cause: Legacy enterprise product codes were missing from the target mapping table
Resolution: The missing product mappings were added and the migration batch was replayed from the failed checkpoint without remaining errors
Comments: Migration governance accepted a temporary exclusion list for non critical products while the catalog mapping was completed The missing product mappings were added and the migration batch was replayed from the failed checkpoint without remaining errors Final validation was completed with operations and business teams.
Language: en"
ticket_2080,ticket,2080,VoIP Platform,Sahara Connect Services,en,International call routing failure on enterprise VoIP trunks secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02080
Service: VoIP Platform
Company: Sahara Connect Services
Title: International call routing failure on enterprise VoIP trunks secondary scope
Description: Enterprise customers could place national calls successfully but international calls toward European destinations failed with 503 responses on the VoIP platform. Several contact centers were impacted. The issue mainly affects priority B2B accounts.
Category: CONFIGURATION
Priority: HIGH
Status: RESOLVED
Root Cause: A recent route pattern update removed the main international exit trunk from one destination group
Resolution: The route pattern was restored on the production SBC nodes and successful international test calls confirmed service recovery
Comments: Calls to affected destinations were temporarily rerouted through the backup carrier for premium customers The route pattern was restored on the production SBC nodes and successful international test calls confirmed service recovery Final validation was completed with operations and business teams.
Language: en"
ticket_2081,ticket,2081,Fibre FTTH,Rabat Digital Operations,en,FTTH enterprise access profile mismatch after service migration secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02081
Service: Fibre FTTH
Company: Rabat Digital Operations
Title: FTTH enterprise access profile mismatch after service migration secondary scope
Description: After a recent migration the enterprise FTTH circuit kept the previous residential shaping template and delivered a lower bandwidth than contracted. Optical quality remained stable during the incident. The impact is confirmed on the enterprise production scope.
Category: MIGRATION
Priority: HIGH
Status: CLOSED
Root Cause: The migration workflow attached the wrong OLT service profile to the enterprise circuit
Resolution: The correct enterprise access template was assigned and the circuit was reprovisioned with the expected bandwidth profile
Comments: A temporary bandwidth override was applied on the access node to reduce customer impact before final correction The correct enterprise access template was assigned and the circuit was reprovisioned with the expected bandwidth profile Final validation was completed with operations and business teams.
Language: en"
ticket_2082,ticket,2082,Cloud VPS,Maghreb Fibre Entreprise,en,Cloud VPS firewall policy not applied to the management subnet secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02082
Service: Cloud VPS
Company: Maghreb Fibre Entreprise
Title: Cloud VPS firewall policy not applied to the management subnet secondary scope
Description: A customer approved firewall rule was visible in the cloud portal but was not enforced on the production virtual machine. Management access from the approved subnet failed while other services stayed online. The operations team opened enhanced monitoring on the affected service.
Category: CONFIGURATION
Priority: LOW
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation is ongoing. Operations used console access on the hypervisor to perform urgent administration tasks until the firewall policy was corrected Detailed review of application logs and technical dependencies is in progress.
Language: en"
ticket_2083,ticket,2083,BSCS Billing System,Atlas Cloud Hosting,en,Enterprise discount not applied on BSCS monthly invoices secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02083
Service: BSCS Billing System
Company: Atlas Cloud Hosting
Title: Enterprise discount not applied on BSCS monthly invoices secondary scope
Description: Several enterprise accounts were billed above their contracted amount because the corporate discount rule was not applied during invoice generation. Finance escalated the discrepancy before customer distribution. The customer requested rapid recovery to protect the contractual SLA.
Category: RECLAMATION
Priority: HIGH
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation is ongoing. Invoice release was paused for the affected account segment while finance reviewed the impacted customer list Detailed review of application logs and technical dependencies is in progress.
Language: en"
ticket_2084,ticket,2084,Order Care API,Nova Business Connect,en,Order Care webhook payload missing sales channel after release secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02084
Service: Order Care API
Company: Nova Business Connect
Title: Order Care webhook payload missing sales channel after release secondary scope
Description: Downstream CRM and reporting systems stopped receiving the sales channel attribute in Order Care webhook payloads after a minor release. Reporting by channel became inconsistent for new orders. Additional checks were launched on the related integration flows.
Category: EVOLUTION
Priority: LOW
Status: RESOLVED
Root Cause: A serialization change removed the optional salesChannel field from the webhook contract
Resolution: The webhook serializer was corrected and missed events were republished with the complete payload schema
Comments: Reporting teams used the order creation logs as a temporary source for channel attribution during the issue The webhook serializer was corrected and missed events were republished with the complete payload schema Final validation was completed with operations and business teams.
Language: en"
ticket_2085,ticket,2085,BSCS Billing System,Atlas Distribution Maroc,en,BSCS invoice rendering backlog on large enterprise accounts secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02085
Service: BSCS Billing System
Company: Atlas Distribution Maroc
Title: BSCS invoice rendering backlog on large enterprise accounts secondary scope
Description: Invoice rendering for high volume enterprise accounts exceeded twenty minutes and several invoice previews timed out in the billing portal. Finance users could not validate invoices before the cut off window. The issue mainly affects priority B2B accounts.
Category: INCIDENT
Priority: HIGH
Status: RESOLVED
Root Cause: The rendering service loaded oversized attachment bundles without using the template cache efficiently
Resolution: The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully
Comments: A reduced preview template was enabled for urgent finance validation while the rendering path was being corrected The rendering cache configuration was optimized and the blocked preview jobs were reprocessed successfully Final validation was completed with operations and business teams.
Language: en"
ticket_2086,ticket,2086,CRM Ericsson,Sahara Connect Services,en,CRM Ericsson merge workflow failing for duplicate corporate accounts secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02086
Service: CRM Ericsson
Company: Sahara Connect Services
Title: CRM Ericsson merge workflow failing for duplicate corporate accounts secondary scope
Description: Customer care teams could not merge duplicate corporate accounts in CRM Ericsson because the workflow stopped after validation. The duplicate record remained active and case ownership stayed inconsistent. The impact is confirmed on the enterprise production scope.
Category: INCIDENT
Priority: HIGH
Status: RESOLVED
Root Cause: The merge workflow did not handle active service contracts linked to multiple billing profiles
Resolution: The workflow rules were updated and duplicate corporate records were merged successfully after validation testing
Comments: Support agents used a manual ownership correction process for urgent duplicate cases during the incident The workflow rules were updated and duplicate corporate records were merged successfully after validation testing Final validation was completed with operations and business teams.
Language: en"
ticket_2087,ticket,2087,Core Network OSS,Rabat Digital Operations,en,Core Network OSS polling failure for transmission backbone nodes secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02087
Service: Core Network OSS
Company: Rabat Digital Operations
Title: Core Network OSS polling failure for transmission backbone nodes secondary scope
Description: Backbone transmission nodes stopped reporting availability and latency metrics to Core Network OSS during the morning collection window. NOC dashboards showed the nodes in unknown state. The operations team opened enhanced monitoring on the affected service.
Category: EVOLUTION
Priority: CRITICAL
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation is ongoing. The NOC relied on direct device polling for the most critical backbone sites until OSS collection was restored Detailed review of application logs and technical dependencies is in progress.
Language: en"
ticket_2088,ticket,2088,Provisioning Platform,Maghreb Fibre Entreprise,en,Provisioning queue blocked for postpaid package activations secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02088
Service: Provisioning Platform
Company: Maghreb Fibre Entreprise
Title: Provisioning queue blocked for postpaid package activations secondary scope
Description: Postpaid package activation orders remained in accepted state for more than one hour and were not progressing through the provisioning platform. Retail and CRM channels were both affected. The customer requested rapid recovery to protect the contractual SLA.
Category: PROVISIONING
Priority: CRITICAL
Status: RESOLVED
Root Cause: A malformed campaign payload blocked the main provisioning consumer thread
Resolution: The malformed payload pattern was quarantined and the main consumer was restarted then all pending activations were replayed
Comments: A secondary worker pool processed priority activations while the queue was being stabilized The malformed payload pattern was quarantined and the main consumer was restarted then all pending activations were replayed Final validation was completed with operations and business teams.
Language: en"
ticket_2089,ticket,2089,Mobile Portability Gateway,Atlas Cloud Hosting,en,Morning portability cutover batch missed by gateway scheduler secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02089
Service: Mobile Portability Gateway
Company: Atlas Cloud Hosting
Title: Morning portability cutover batch missed by gateway scheduler secondary scope
Description: The 06:00 portability cutover batch did not start and customer numbers remained pending for activation on the target network. The incident created a risk of regulatory SLA breach. Additional checks were launched on the related integration flows.
Category: PROVISIONING
Priority: CRITICAL
Status: CLOSED
Root Cause: A stale execution lock prevented the scheduler from releasing the morning cutover trigger
Resolution: The stale lock was cleared and scheduler health checks were added before replaying the missed batch successfully
Comments: Priority portability cases were executed through a supervised manual cutover sequence while the scheduler was recovered The stale lock was cleared and scheduler health checks were added before replaying the missed batch successfully Final validation was completed with operations and business teams.
Language: en"
ticket_2090,ticket,2090,Order Care API,Nova Business Connect,en,Order Care callback delivery loss to CRM integration connector secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02090
Service: Order Care API
Company: Nova Business Connect
Title: Order Care callback delivery loss to CRM integration connector secondary scope
Description: Completion callbacks were generated by Order Care but a subset of them never reached the CRM connector. Orders appeared completed in Order Care and still in progress in CRM. The issue mainly affects priority B2B accounts.
Category: INCIDENT
Priority: HIGH
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation is ongoing. Back office teams used the Order Care operations console to confirm completion status for urgent customer orders Detailed review of application logs and technical dependencies is in progress.
Language: en"
ticket_2091,ticket,2091,Data Migration Engine,Atlas Distribution Maroc,en,Customer migration batch failed on invalid product mapping rules secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02091
Service: Data Migration Engine
Company: Atlas Distribution Maroc
Title: Customer migration batch failed on invalid product mapping rules secondary scope
Description: A migration batch moving enterprise customers to the new billing and CRM stack stopped during transformation because several product codes could not be mapped to the target catalog. The impact is confirmed on the enterprise production scope.
Category: MIGRATION
Priority: HIGH
Status: RESOLVED
Root Cause: Legacy enterprise product codes were missing from the target mapping table
Resolution: The missing product mappings were added and the migration batch was replayed from the failed checkpoint without remaining errors
Comments: Migration governance accepted a temporary exclusion list for non critical products while the catalog mapping was completed The missing product mappings were added and the migration batch was replayed from the failed checkpoint without remaining errors Final validation was completed with operations and business teams.
Language: en"
ticket_2092,ticket,2092,VoIP Platform,Sahara Connect Services,en,International call routing failure on enterprise VoIP trunks secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02092
Service: VoIP Platform
Company: Sahara Connect Services
Title: International call routing failure on enterprise VoIP trunks secondary scope
Description: Enterprise customers could place national calls successfully but international calls toward European destinations failed with 503 responses on the VoIP platform. Several contact centers were impacted. The operations team opened enhanced monitoring on the affected service.
Category: CONFIGURATION
Priority: HIGH
Status: RESOLVED
Root Cause: A recent route pattern update removed the main international exit trunk from one destination group
Resolution: The route pattern was restored on the production SBC nodes and successful international test calls confirmed service recovery
Comments: Calls to affected destinations were temporarily rerouted through the backup carrier for premium customers The route pattern was restored on the production SBC nodes and successful international test calls confirmed service recovery Final validation was completed with operations and business teams.
Language: en"
ticket_2093,ticket,2093,Fibre FTTH,Rabat Digital Operations,en,FTTH enterprise access profile mismatch after service migration secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02093
Service: Fibre FTTH
Company: Rabat Digital Operations
Title: FTTH enterprise access profile mismatch after service migration secondary scope
Description: After a recent migration the enterprise FTTH circuit kept the previous residential shaping template and delivered a lower bandwidth than contracted. Optical quality remained stable during the incident. The customer requested rapid recovery to protect the contractual SLA.
Category: MIGRATION
Priority: HIGH
Status: CLOSED
Root Cause: The migration workflow attached the wrong OLT service profile to the enterprise circuit
Resolution: The correct enterprise access template was assigned and the circuit was reprovisioned with the expected bandwidth profile
Comments: A temporary bandwidth override was applied on the access node to reduce customer impact before final correction The correct enterprise access template was assigned and the circuit was reprovisioned with the expected bandwidth profile Final validation was completed with operations and business teams.
Language: en"
ticket_2094,ticket,2094,Cloud VPS,Maghreb Fibre Entreprise,en,Cloud VPS firewall policy not applied to the management subnet secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02094
Service: Cloud VPS
Company: Maghreb Fibre Entreprise
Title: Cloud VPS firewall policy not applied to the management subnet secondary scope
Description: A customer approved firewall rule was visible in the cloud portal but was not enforced on the production virtual machine. Management access from the approved subnet failed while other services stayed online. Additional checks were launched on the related integration flows.
Category: CONFIGURATION
Priority: LOW
Status: IN_PROGRESS
Root Cause: 
Resolution: 
Comments: Investigation is ongoing. Operations used console access on the hypervisor to perform urgent administration tasks until the firewall policy was corrected Detailed review of application logs and technical dependencies is in progress.
Language: en"
ticket_2095,ticket,2095,BSCS Billing System,Atlas Cloud Hosting,en,Enterprise discount not applied on BSCS monthly invoices secondary scope,"Type: Ticket
Ticket Number: TKT-2026-02095
Service: BSCS Billing System
Company: Atlas Cloud Hosting
Title: Enterprise discount not applied on BSCS monthly invoices secondary scope
Description: Several enterprise accounts were billed above their contracted amount because the corporate discount rule was not applied during invoice generation. Finance escalated the discrepancy before customer distribution. The issue mainly affects priority B2B accounts.
Category: RECLAMATION
Priority: HIGH
Status: ESCALATED
Root Cause: 
Resolution: 
Comments: Investigation is ongoing. Invoice release was paused for the affected account segment while finance reviewed the impacted customer list Detailed review of application logs and technical dependencies is in progress.
Language: en"
